Quote_Id,Quote_Flag,PAR_SMOTE_RF_IG_15,AGG_SMOTE_RF_IG_15,PAR_SMOTE_RF_IG_21,AGG_SMOTE_RF_IG_21,PAR_EQ_RF_IG_15,AGG_EQ_RF_IG_15,PAR_AGG_RF_IG_21,AGG_EQ_RF_IG_21,PAR_SMOTE_DT_IG_15,AGG_SMOTE_DT_IG_15,PAR_SMOTE_DT_IG_21,AGG_SMOTE_DT_IG_21
53551,0,0,0,0,0,0,0,0,0,0,0,0,0
53553,1,1,1,1,1,1,1,1,1,1,1,1,1
53561,0,0,0,0,0,0,0,0,0,0,0,0,0
53563,1,0,0,1,0,0,0,1,1,0,1,1,1
53565,0,0,0,0,0,0,0,1,1,0,0,0,0
53566,1,1,1,1,1,1,1,1,1,1,1,1,1
53567,0,0,0,0,0,0,0,0,0,0,0,0,0
53569,0,0,0,0,0,0,0,0,0,0,0,0,0
53571,1,1,1,1,1,1,1,1,1,1,1,1,1
53578,0,0,0,0,0,0,0,0,0,0,0,0,0
53584,0,0,0,0,0,0,0,0,0,0,0,0,0
53589,0,0,0,0,0,0,0,0,0,0,0,0,0
53592,1,1,1,1,0,1,1,1,1,1,1,1,1
53593,0,0,0,0,0,0,0,0,0,0,0,0,0
53596,1,0,0,0,0,0,0,0,0,0,0,0,0
53598,1,1,1,1,1,1,1,1,1,1,1,1,1
53601,1,1,1,1,0,1,1,1,1,1,1,0,1
53603,0,0,0,0,0,0,0,0,0,0,0,0,0
53608,0,0,0,0,0,0,0,0,0,0,0,0,0
53613,0,0,0,0,0,0,0,0,0,0,0,0,0
53621,0,0,0,0,0,0,0,0,0,0,0,0,0
53623,0,0,0,0,0,0,0,0,0,0,0,0,0
53624,1,1,1,1,1,1,1,1,1,1,1,1,1
53631,0,0,0,0,0,0,0,0,0,0,0,0,0
53632,1,1,1,1,0,1,1,1,1,1,1,0,0
53634,1,1,1,1,0,1,1,1,1,1,1,1,1
53635,0,0,0,0,0,0,0,0,0,0,0,0,0
53640,0,0,0,0,0,0,0,0,0,0,0,0,0
53643,1,1,1,1,1,1,1,1,1,1,1,1,1
53645,0,0,0,0,0,0,0,0,0,0,0,0,0
53646,0,0,0,0,0,0,0,0,0,0,0,0,1
53647,0,0,0,0,0,0,0,0,0,0,0,0,0
53651,1,1,1,1,1,1,1,1,1,1,1,1,1
53652,0,0,0,0,0,0,0,0,0,0,0,0,0
53655,0,0,0,0,0,0,0,0,0,0,0,0,0
53661,1,1,1,1,1,1,1,1,1,1,1,1,1
53663,1,0,1,1,0,0,0,0,1,0,0,0,1
53664,1,1,1,1,1,1,1,1,1,1,1,1,1
53666,1,1,1,1,1,1,1,1,1,1,1,1,1
53667,0,0,0,0,0,0,0,0,0,0,0,0,0
53670,0,0,0,0,0,0,0,0,0,0,0,0,0
53671,1,1,1,1,0,1,1,1,1,0,1,1,1
53672,0,0,0,0,0,0,1,0,0,0,0,0,0
53675,0,0,0,0,0,0,0,0,0,0,0,0,0
53676,1,0,0,0,0,0,0,0,0,1,1,0,0
53677,1,0,0,1,0,0,0,0,0,1,0,0,0
53680,0,0,0,0,0,0,0,0,0,0,0,0,0
53684,1,1,1,1,0,1,1,1,1,1,1,1,1
53685,0,0,0,0,0,0,0,0,0,0,0,0,0
53686,0,0,0,0,0,0,0,0,0,0,0,0,0
53692,1,1,1,1,1,1,1,1,1,1,1,1,1
53693,0,0,0,0,0,0,0,0,0,0,0,0,0
53694,0,0,0,0,0,0,0,0,0,0,0,0,0
53695,1,1,1,1,1,1,1,1,1,1,1,1,1
53697,0,0,0,0,0,0,0,0,0,0,0,0,0
53698,0,0,0,0,0,0,0,0,0,0,0,0,0
53703,0,0,0,0,0,0,0,0,0,0,0,0,0
53707,1,1,1,1,0,1,1,1,1,1,1,1,1
53709,0,0,0,0,0,0,0,0,0,0,0,0,0
53710,0,0,0,0,0,0,0,0,0,0,0,0,0
53711,0,0,0,0,0,0,0,0,0,0,0,0,0
53712,0,0,0,0,0,0,0,0,0,0,0,0,0
53713,0,0,0,0,0,0,0,0,0,0,0,0,0
53717,0,0,0,0,0,0,0,0,0,0,0,0,0
53718,1,1,1,1,1,1,1,1,1,1,1,0,1
53721,0,0,0,0,0,0,0,0,0,0,0,0,0
53722,0,0,0,0,0,0,0,0,0,0,0,0,0
53729,0,0,0,0,0,0,0,0,0,0,0,0,0
53730,0,0,0,0,0,0,0,0,0,0,0,0,0
53731,0,0,0,0,0,0,0,0,0,0,0,0,0
53733,1,1,1,1,0,1,1,1,1,1,1,0,1
53734,0,0,0,0,0,0,0,0,0,0,0,0,0
53736,0,0,0,0,0,0,0,0,0,0,0,0,0
53740,0,0,0,0,0,0,0,0,0,0,0,0,0
53741,0,0,0,0,0,0,0,0,0,0,0,0,0
53743,1,1,1,1,0,1,1,1,1,1,1,1,0
53744,1,0,0,1,0,1,1,1,1,1,0,1,1
53745,0,0,0,0,0,0,0,0,0,0,0,0,0
53748,1,1,1,1,0,1,1,1,1,1,1,1,1
53751,0,0,0,0,0,0,0,0,0,0,0,0,0
53754,0,0,0,0,0,0,0,0,0,0,0,0,1
53755,0,0,0,0,0,0,0,0,0,0,0,0,0
53757,0,0,0,0,0,0,0,0,0,0,0,0,0
53758,0,0,0,0,0,0,0,0,0,0,0,0,0
53760,0,0,0,0,0,0,0,0,0,0,0,0,1
53763,0,0,0,0,0,0,0,0,0,0,0,0,0
53765,1,1,1,1,0,1,1,1,1,1,1,1,1
53766,0,0,0,0,0,0,0,0,0,0,0,0,0
53767,0,0,0,0,0,0,0,0,0,0,0,0,0
53773,0,0,0,0,0,0,0,0,0,0,0,0,0
53774,1,1,1,1,1,1,1,1,1,1,1,1,1
53775,1,1,1,1,0,1,1,1,1,1,1,0,0
53776,0,0,0,0,0,0,0,0,0,0,0,0,0
53777,1,1,1,1,1,1,1,1,1,0,1,0,1
53778,1,1,1,1,1,1,1,1,1,1,1,1,1
53781,1,1,1,1,0,1,1,0,0,1,1,0,0
53787,1,1,1,1,1,1,1,1,1,1,1,1,1
53794,0,0,0,0,0,0,0,0,0,0,0,0,0
53796,1,1,1,1,1,1,1,1,1,1,1,1,1
53797,1,1,1,1,1,1,1,1,1,1,1,1,1
53799,1,0,1,1,0,1,1,1,1,1,1,0,1
53802,1,1,1,1,1,1,1,1,1,1,1,1,1
53804,0,0,0,0,0,0,0,0,0,0,0,0,0
53805,1,1,1,1,1,1,1,1,1,1,1,1,0
53806,0,0,0,0,0,0,0,0,0,0,0,0,0
53807,0,0,0,0,0,0,0,0,0,0,0,0,0
53816,1,1,0,0,0,1,1,0,0,1,1,0,0
53818,1,1,1,1,0,1,1,1,1,1,1,1,1
53823,0,0,0,0,0,0,0,0,0,0,0,0,0
53824,1,1,1,1,1,1,1,1,1,1,1,0,1
53829,0,0,0,0,0,0,0,0,0,0,0,0,0
53830,0,0,0,0,0,0,0,0,0,0,0,0,0
53838,0,0,0,0,0,0,0,0,0,0,0,0,0
53843,0,0,0,1,0,0,1,0,1,1,1,0,0
53847,0,0,0,0,0,0,0,0,0,0,0,0,0
53848,1,1,1,1,1,1,1,0,0,0,1,1,1
53854,1,1,1,1,0,1,1,1,1,1,1,1,0
53857,0,0,0,0,0,0,0,0,0,0,0,0,0
53859,0,0,0,0,0,0,0,0,0,0,0,0,0
53862,0,0,0,0,0,0,0,0,0,0,0,0,0
53864,0,0,0,0,0,0,0,0,0,0,0,0,0
53865,1,1,1,1,0,1,1,1,0,1,1,1,1
53866,0,0,0,0,0,0,0,0,0,0,0,1,0
53868,1,1,1,1,1,1,1,1,1,1,1,1,1
53869,0,0,0,0,0,0,0,0,0,0,0,0,0
53871,1,1,1,1,1,1,1,1,1,1,1,1,0
53872,0,0,0,0,0,0,0,0,0,0,0,0,0
53873,0,0,0,0,0,0,0,0,0,0,0,0,1
53874,0,0,0,0,0,0,0,0,0,0,0,0,0
53875,0,0,0,0,0,0,0,0,0,0,0,1,0
53879,1,1,1,1,1,1,1,1,1,1,1,1,1
53881,0,0,0,0,0,0,0,0,0,0,0,0,0
53884,0,0,0,0,0,0,0,0,0,0,0,0,0
53885,0,0,0,0,0,0,0,0,0,0,0,0,1
53887,0,0,0,0,0,0,0,0,0,0,0,0,0
53888,0,0,0,0,0,0,0,0,0,0,0,0,0
53889,1,0,0,1,0,0,0,0,0,1,0,0,1
53898,0,0,0,0,0,0,0,0,0,0,0,0,0
53901,0,0,0,0,0,0,0,0,0,0,0,0,0
53903,0,0,0,0,0,0,0,0,0,0,0,0,0
53904,0,0,0,0,0,0,0,0,0,0,0,0,0
53905,0,0,0,0,0,0,0,1,1,0,0,0,0
53906,0,0,0,0,0,0,0,0,0,0,0,0,0
53908,1,1,1,1,1,1,1,1,1,1,1,1,1
53909,1,1,1,1,0,1,1,1,1,1,1,1,1
53911,1,1,1,1,1,1,1,1,1,1,1,1,1
53912,0,0,0,0,0,0,0,0,0,0,0,0,0
53913,0,0,0,0,0,0,0,0,0,0,0,0,0
53914,1,0,0,0,0,0,0,1,0,0,0,1,0
53915,1,1,1,1,0,1,1,1,0,1,1,1,1
53919,0,0,0,0,0,0,0,0,0,0,0,0,0
53930,0,0,0,0,0,0,0,0,0,0,0,0,0
53932,1,1,1,1,1,1,1,1,1,1,1,1,1
53933,0,0,0,0,0,0,0,0,0,0,0,0,0
53935,0,0,0,0,0,0,0,0,0,0,0,0,0
53936,0,0,0,0,0,0,0,0,0,0,0,0,0
53937,0,0,0,0,0,0,0,0,0,0,0,0,0
53939,1,1,1,1,1,1,1,1,1,1,1,1,1
53940,0,0,0,0,0,0,0,0,0,0,0,0,1
53941,1,1,1,1,0,1,1,1,1,1,1,1,1
53942,0,0,0,0,0,0,0,0,0,0,0,0,0
53944,1,1,1,1,1,1,1,1,1,1,1,1,1
53945,1,1,1,1,1,1,1,1,1,1,1,1,1
53948,1,0,0,1,1,0,0,0,0,1,0,0,0
53949,1,0,0,1,0,0,0,0,1,1,1,1,1
53954,1,0,0,0,0,0,0,0,0,0,0,0,0
53955,1,1,1,1,0,1,1,1,1,1,1,0,0
53956,0,0,0,0,0,0,0,0,0,0,0,0,0
53958,1,1,1,1,0,1,1,1,1,1,1,0,1
53962,0,0,0,0,0,0,0,0,0,0,0,0,0
53963,0,0,0,0,0,0,0,0,0,0,0,0,0
53965,0,0,0,0,0,0,0,0,0,0,0,0,0
53970,0,0,0,0,0,0,0,0,0,0,0,0,0
53972,1,1,1,1,1,1,1,1,1,1,1,1,1
53973,0,0,0,0,0,0,0,0,0,0,0,0,0
53975,1,1,1,1,1,1,1,1,1,1,1,1,1
53978,0,0,0,0,0,0,0,0,0,0,0,0,0
53979,0,0,0,0,0,0,0,0,0,0,0,0,0
53980,1,1,1,1,0,1,1,1,1,1,1,1,1
53984,0,0,0,0,0,0,0,0,0,0,0,0,0
53988,0,0,0,0,0,0,0,0,0,0,0,0,0
53989,0,0,0,0,0,0,0,0,0,0,0,0,0
53990,1,1,1,1,1,1,1,0,1,1,1,0,1
53998,1,1,1,1,0,1,0,1,1,0,1,0,0
54001,1,1,1,1,0,1,1,1,1,1,1,1,1
54004,1,1,1,1,1,1,1,1,1,1,1,1,1
54011,1,1,1,1,1,1,1,1,1,1,1,0,1
54013,1,0,0,1,0,0,0,0,0,1,0,0,0
54014,1,0,0,0,0,0,0,0,0,0,0,0,0
54019,1,1,1,1,1,1,1,1,1,1,1,1,1
54020,1,0,0,1,0,1,1,0,0,1,1,1,1
54022,1,1,1,1,1,0,1,1,1,1,1,0,0
54023,0,0,0,0,0,0,0,0,0,0,0,0,0
54024,0,0,0,0,0,0,0,0,0,0,0,0,0
54025,0,0,0,0,0,0,0,0,0,0,0,0,0
54027,1,1,1,1,1,1,1,1,1,1,1,1,1
54030,1,0,0,1,1,0,0,0,1,0,0,0,0
54031,0,0,0,0,0,0,0,0,0,0,0,0,0
54032,0,0,0,0,0,0,0,0,0,0,0,0,0
54033,1,1,1,1,0,1,1,1,0,1,1,1,1
54034,0,0,0,0,0,0,0,0,0,0,0,0,0
54035,0,0,0,0,0,0,0,0,0,0,0,0,0
54036,1,1,1,1,1,1,1,1,1,1,1,1,1
54038,0,0,0,1,0,0,0,0,0,0,0,0,0
54039,0,0,0,0,0,0,0,0,0,0,0,0,0
54041,0,0,0,0,0,0,0,0,0,0,0,0,0
54042,0,0,0,0,0,0,0,0,0,0,0,0,0
54046,1,1,1,1,0,1,1,1,1,1,1,1,1
54048,1,0,0,1,0,0,0,0,0,0,1,0,0
54050,0,0,0,0,0,0,0,0,0,0,0,0,0
54060,0,0,0,0,0,0,0,0,0,0,0,0,0
54062,0,0,0,0,0,0,0,0,0,0,0,0,0
54063,0,0,0,0,0,0,0,0,0,0,0,0,0
54066,0,0,0,0,0,0,0,0,0,0,0,0,0
54068,0,0,0,0,0,0,0,0,0,0,0,0,0
54071,1,1,1,1,1,1,1,1,1,1,1,1,1
54073,0,0,0,0,0,0,0,0,0,0,0,0,0
54076,0,0,0,0,0,0,0,0,0,0,0,0,0
54077,0,0,0,0,0,0,0,0,0,0,0,0,0
54080,1,1,1,1,1,1,1,1,1,1,0,1,1
54081,1,1,1,1,1,1,1,1,1,1,1,1,1
54083,0,0,0,0,0,0,0,0,0,0,0,0,0
54084,0,0,0,0,0,0,0,0,0,0,0,0,0
54085,0,0,0,0,0,0,0,0,0,0,0,0,0
54087,1,1,1,1,1,1,1,1,1,1,1,1,0
54092,1,1,1,1,0,1,1,1,0,0,1,0,1
54097,1,1,1,1,1,1,1,1,1,1,1,0,1
54098,1,1,1,1,1,1,1,0,1,1,1,0,1
54102,0,0,0,0,0,0,0,0,0,0,0,0,0
54105,0,0,0,0,0,0,0,0,0,0,0,0,0
54107,0,0,0,0,0,0,0,0,0,0,0,0,0
54111,0,0,0,0,0,0,0,0,0,0,0,0,0
54112,1,0,0,0,0,0,0,0,0,1,0,0,0
54115,1,1,1,1,1,1,1,1,1,1,1,1,1
54117,0,0,0,0,0,0,0,0,0,0,0,0,0
54118,0,0,0,0,0,0,0,0,0,0,0,0,0
54119,1,0,0,1,0,0,0,0,0,0,1,1,1
54120,0,0,0,0,0,0,0,0,0,0,0,0,0
54122,1,1,1,1,1,1,1,1,1,1,1,1,0
54123,0,0,0,0,0,0,0,0,0,0,0,0,0
54125,1,1,1,1,1,1,1,1,1,1,1,0,1
54127,0,0,0,0,0,0,0,0,0,0,0,0,0
54129,1,1,1,1,0,1,1,1,1,1,1,1,1
54131,1,1,1,1,0,1,1,1,1,1,1,1,1
54132,1,0,0,0,0,0,0,0,0,0,0,1,0
54133,0,0,0,0,0,0,0,0,0,0,0,0,0
54135,0,0,0,0,0,0,0,0,0,0,0,0,0
54137,1,1,1,1,0,1,1,1,1,1,1,0,1
54138,0,0,0,0,0,0,0,0,0,0,0,0,0
54141,0,0,0,0,0,0,0,1,0,1,0,0,0
54145,0,0,0,0,0,0,0,0,0,0,0,1,0
54147,0,0,0,0,0,0,0,0,0,0,0,0,0
54148,1,0,0,1,0,0,0,0,0,0,0,0,0
54150,0,0,0,0,0,0,0,0,0,0,0,0,0
54152,0,1,1,1,0,1,1,1,1,1,1,1,0
54154,1,1,1,1,1,1,1,1,1,1,1,0,0
54155,0,0,0,0,0,0,0,0,0,0,0,0,0
54156,0,0,0,0,0,0,0,0,0,0,0,0,0
54158,1,1,1,1,1,1,1,1,1,1,1,1,1
54159,0,0,0,0,0,0,0,0,0,0,0,0,0
54166,0,0,0,0,0,0,0,0,0,0,0,0,0
54169,0,0,0,0,0,0,0,0,0,0,0,0,0
54170,0,0,0,0,0,0,0,0,0,0,0,0,0
54173,0,0,0,0,0,0,0,0,0,0,0,0,0
54174,1,0,0,1,0,0,1,1,0,0,0,0,1
54180,1,1,0,1,0,1,0,1,1,0,0,1,0
54181,0,0,0,0,0,0,0,0,0,0,0,0,0
54182,0,0,0,0,0,0,0,0,0,0,0,0,0
54183,0,0,0,0,0,0,0,0,0,0,0,0,0
54185,1,0,1,1,1,1,1,1,1,1,1,1,0
54190,0,0,0,0,0,0,0,0,0,0,0,0,0
54192,0,0,0,0,0,0,0,0,0,0,1,0,0
54193,0,0,0,0,0,0,0,0,0,0,0,0,0
54194,0,0,0,0,0,0,0,0,0,0,0,0,0
54195,1,1,1,1,0,1,1,1,1,1,1,0,0
54198,0,0,0,0,0,0,0,0,0,0,0,0,0
54204,1,1,1,1,1,1,1,1,1,1,1,1,1
54205,1,1,1,1,1,1,1,1,1,1,1,1,1
54208,1,0,0,0,0,0,0,0,0,0,0,0,1
54209,0,0,0,0,0,0,0,0,0,0,0,0,0
54211,1,1,1,1,1,1,1,1,1,1,1,0,0
54215,1,0,0,1,0,1,1,0,0,1,0,0,0
54217,1,1,1,1,1,1,1,1,1,1,1,1,0
54222,0,0,0,0,0,0,0,0,0,0,0,0,0
54223,0,0,0,0,0,0,0,0,0,0,0,0,0
54224,0,0,0,0,0,0,0,0,0,0,0,0,0
54226,1,0,0,0,0,0,0,0,0,0,0,1,1
54230,0,0,0,0,0,0,0,0,0,0,0,0,0
54231,1,0,0,1,0,0,1,1,1,1,0,0,1
54234,0,0,0,0,0,0,0,0,0,0,0,0,0
54235,0,0,0,0,0,0,0,0,0,0,0,0,0
54243,0,0,0,0,0,0,0,0,0,0,0,0,0
54244,0,0,0,0,0,0,0,0,0,0,0,0,0
54245,1,1,1,1,1,1,1,1,1,1,1,1,1
54246,1,1,1,1,1,1,1,1,1,1,1,1,1
54249,0,0,0,0,0,0,0,0,1,0,0,0,0
54250,0,0,0,0,0,0,0,0,0,0,0,1,0
54263,0,0,0,0,0,0,0,0,0,0,0,0,0
54264,1,1,1,1,0,1,1,1,1,1,0,0,0
54266,1,1,1,1,1,1,1,1,1,1,1,0,0
54267,0,0,0,0,0,0,0,0,0,0,0,0,0
54269,0,0,0,0,0,0,0,0,0,0,0,0,0
54273,1,1,1,1,0,1,1,1,1,1,1,0,0
54275,0,0,0,0,0,0,0,0,0,0,0,0,0
54277,0,0,0,0,0,1,1,0,0,1,0,0,0
54279,0,0,0,0,0,0,0,0,0,0,0,0,0
54280,0,0,0,0,0,0,0,0,0,0,0,1,0
54282,0,0,0,0,0,0,0,0,0,0,0,0,0
54284,1,0,0,1,0,0,0,0,0,1,1,1,1
54285,1,1,1,1,1,1,1,1,1,1,1,1,1
54286,0,0,0,0,0,0,0,0,0,0,0,0,0
54289,0,0,0,0,0,0,0,0,0,0,0,0,0
54290,0,0,0,0,0,0,0,0,0,0,0,1,0
54291,0,0,0,0,0,0,0,0,0,0,0,0,0
54292,0,0,0,0,0,0,0,0,0,0,0,0,0
54293,1,1,1,1,0,1,1,1,1,1,1,1,1
54297,0,0,0,0,0,0,0,0,0,0,0,0,0
54298,0,0,0,0,0,0,0,0,0,0,0,0,0
54303,1,0,1,1,0,1,1,1,1,1,1,1,1
54304,1,0,0,1,0,0,0,0,0,0,0,0,0
54308,0,0,0,0,0,0,0,0,0,0,0,0,0
54315,1,1,1,1,0,1,1,1,0,0,1,1,1
54319,1,0,0,1,0,0,0,0,1,0,1,0,0
54324,1,1,1,1,1,1,1,1,1,1,1,1,1
54333,0,0,0,0,0,0,0,0,0,0,0,0,0
54335,0,0,0,0,0,0,0,0,0,0,0,0,0
54339,0,0,0,0,0,0,0,0,0,0,0,0,0
54340,0,0,0,0,0,0,0,0,0,0,0,0,0
54341,0,0,0,0,0,0,0,0,0,0,0,0,0
54342,1,1,1,1,1,1,1,1,1,1,1,0,1
54344,0,0,0,0,0,0,0,0,0,0,0,0,0
54345,1,1,1,1,0,1,1,1,1,1,1,0,0
54346,0,0,0,0,0,0,0,0,0,0,0,0,0
54347,0,0,0,0,0,0,0,0,0,0,0,0,0
54349,1,1,1,1,1,1,1,1,1,1,1,1,1
54356,0,0,0,0,0,0,0,0,0,0,0,0,0
54359,1,1,1,1,0,1,1,1,0,1,1,1,1
54360,1,1,1,1,1,1,1,0,1,1,1,1,1
54362,0,0,0,0,0,0,0,0,0,0,0,0,0
54363,0,0,0,0,0,0,0,0,0,0,0,0,0
54366,0,0,0,0,0,0,0,1,1,0,0,0,0
54367,0,0,0,0,0,0,0,0,0,0,0,0,0
54368,0,0,0,0,0,0,0,0,0,0,0,0,0
54373,1,1,1,1,1,1,1,1,1,1,1,1,1
54375,0,0,0,0,0,0,0,0,0,0,0,0,0
54377,0,0,0,0,0,0,0,0,0,0,0,0,0
54378,0,0,0,0,0,0,0,0,0,0,0,0,0
54380,0,0,0,0,0,0,0,0,0,0,0,0,0
54381,0,0,0,0,0,0,0,0,0,0,0,0,0
54384,0,0,0,0,0,0,0,0,0,0,0,0,0
54387,0,0,0,0,0,0,0,0,0,0,0,0,0
54388,0,0,0,0,0,0,0,0,0,0,0,0,0
54389,1,0,0,0,0,0,0,0,0,0,0,0,1
54390,0,0,0,0,0,0,0,0,0,0,1,0,0
54391,0,0,0,0,0,0,0,0,0,0,0,0,0
54392,0,0,0,0,0,0,0,0,0,0,0,0,0
54398,1,1,1,1,1,1,1,1,1,1,1,1,1
54400,1,1,1,1,0,1,1,1,1,1,1,1,1
54402,0,0,0,0,0,0,0,0,0,0,0,0,0
54406,0,0,0,0,0,0,0,0,0,0,0,0,0
54407,1,1,1,1,1,1,1,1,1,1,1,1,1
54410,0,0,0,0,0,0,0,0,0,0,0,0,0
54415,1,1,1,1,1,1,1,1,1,1,1,0,1
54419,1,1,1,1,0,1,1,1,1,1,1,0,1
54420,1,1,1,1,1,1,1,1,1,1,1,1,1
54422,0,0,0,0,0,0,0,0,0,0,0,0,0
54423,0,0,0,0,0,0,0,0,0,0,0,0,0
54426,0,0,0,0,0,0,0,0,0,0,0,0,0
54430,1,1,1,1,1,1,1,1,1,1,1,1,0
54432,0,0,0,0,0,0,0,0,0,0,0,0,0
54433,0,0,0,0,0,0,0,0,0,0,0,0,0
54435,1,0,0,1,0,0,0,0,1,1,0,1,0
54436,0,0,0,0,0,0,0,0,0,0,0,0,0
54439,0,0,0,0,0,0,0,0,0,0,0,0,0
54442,0,0,0,0,0,0,0,0,0,0,0,0,0
54444,0,0,0,0,0,0,0,0,0,1,0,1,0
54447,1,0,0,1,0,0,0,0,0,1,0,0,1
54451,0,0,0,0,0,0,0,1,1,0,0,0,0
54452,1,1,1,1,1,1,1,1,1,1,1,1,1
54453,0,0,0,0,0,0,0,0,0,0,0,0,0
54455,0,0,0,0,0,0,0,0,0,0,0,0,0
54457,1,1,1,1,0,1,1,1,0,1,1,0,0
54458,1,1,1,1,1,1,1,1,1,1,1,1,1
54460,1,1,1,1,0,1,1,1,1,1,1,0,1
54461,1,0,0,1,0,1,0,0,1,0,1,0,0
54463,0,0,0,0,0,0,0,0,0,0,0,0,0
54464,0,0,0,0,0,0,0,0,0,0,0,0,0
54467,0,0,0,0,0,0,0,0,0,0,0,0,0
54468,1,0,1,1,1,1,1,0,0,1,1,0,1
54472,0,0,0,0,0,0,0,0,0,0,0,0,0
54474,0,0,0,0,0,0,0,0,0,0,0,0,0
54475,1,1,1,1,1,1,1,1,1,1,1,1,1
54476,0,0,0,0,0,0,0,0,0,0,0,0,0
54478,0,0,0,0,0,0,0,0,0,0,0,0,0
54479,0,0,0,0,0,0,0,0,0,0,0,1,0
54484,0,0,0,0,0,0,0,0,0,0,0,0,0
54485,1,1,1,1,1,1,1,1,1,1,1,1,1
54490,1,1,1,1,1,1,1,1,1,1,1,0,1
54491,0,0,0,0,0,0,0,1,0,0,0,0,0
54496,0,0,0,0,0,0,0,0,0,0,0,0,0
54497,0,0,0,0,0,0,0,0,1,0,1,0,0
54502,1,0,1,1,1,1,1,1,1,1,1,1,1
54503,1,0,1,0,0,0,0,0,1,1,1,0,1
54504,0,0,0,0,0,0,0,0,0,0,0,0,0
54505,0,0,0,0,0,0,0,0,0,0,0,0,0
54506,0,0,0,0,0,0,0,0,0,0,0,0,0
54507,0,0,0,0,0,0,0,0,0,0,0,0,0
54510,1,0,0,1,0,0,0,0,0,0,0,0,0
54515,0,0,0,0,0,0,0,0,0,0,0,0,0
54518,1,0,0,1,0,0,0,0,0,0,1,0,0
54520,0,0,0,0,0,0,0,0,0,0,0,0,0
54523,0,0,0,0,0,0,0,0,0,0,0,0,0
54524,1,1,1,1,1,1,1,1,1,1,1,1,1
54525,1,0,0,1,0,0,0,0,1,0,0,0,0
54528,0,0,0,0,0,0,0,0,0,0,0,0,0
54529,1,1,1,1,0,1,1,1,1,0,0,1,1
54531,0,0,0,0,0,0,0,0,0,0,0,0,0
54534,1,1,1,1,1,1,1,1,1,1,1,1,1
54535,0,0,0,0,0,0,0,0,0,0,0,0,0
54538,1,1,1,1,0,1,1,1,1,1,1,1,1
54539,0,0,0,0,0,0,0,0,0,0,0,0,0
54543,0,0,0,0,0,0,0,0,0,0,0,0,0
54546,1,0,0,1,0,1,0,1,0,1,1,0,0
54547,0,0,0,0,0,0,0,0,0,0,0,0,0
54548,0,0,0,0,0,0,0,0,0,0,0,0,0
54550,1,1,1,1,0,1,1,1,1,1,1,0,0
54551,1,0,1,1,0,1,1,1,1,1,0,0,1
54553,0,0,0,0,0,0,0,0,0,0,0,0,0
54559,0,0,0,0,0,0,0,0,0,0,0,0,0
54561,0,0,0,0,0,0,0,0,0,0,0,0,0
54564,0,0,0,0,0,0,0,0,0,0,0,0,0
54565,1,0,0,1,1,0,0,0,0,0,1,1,1
54568,1,1,1,1,0,1,1,1,1,1,1,1,1
54570,1,1,1,1,0,1,1,1,1,1,1,1,1
54574,1,1,1,1,0,1,1,1,1,1,1,0,0
54576,0,0,0,0,0,0,0,0,0,0,0,0,0
54578,1,1,1,1,0,1,1,1,1,1,1,1,1
54584,1,1,0,1,0,1,1,0,1,1,0,1,1
54587,1,1,1,1,1,1,1,1,1,1,1,1,1
54596,1,1,1,1,1,1,1,1,1,1,1,1,1
54599,0,0,0,1,0,0,0,0,0,0,0,0,0
54602,0,0,0,0,0,0,0,0,0,0,0,0,0
54604,0,0,0,0,0,0,0,0,0,0,0,0,0
54607,1,1,1,1,0,1,1,1,1,1,1,0,0
54608,0,0,0,0,0,0,0,0,0,1,1,0,0
54609,0,0,0,0,0,0,0,0,0,0,0,0,0
54610,1,1,1,1,1,1,1,1,1,1,1,1,1
54619,0,0,0,0,0,0,0,0,0,0,0,0,0
54621,1,1,1,1,0,1,1,1,1,1,1,1,0
54622,1,1,1,1,1,1,1,1,1,1,1,1,1
54623,1,0,0,1,0,0,0,0,0,0,0,1,1
54624,0,0,0,0,0,0,0,0,0,0,0,0,0
54626,1,1,1,1,1,1,1,1,1,1,1,1,1
54627,0,0,0,0,0,0,0,0,0,0,0,0,0
54637,1,1,0,1,0,1,1,1,1,0,1,1,1
54640,0,0,0,0,0,0,0,0,0,0,0,0,0
54641,0,0,0,0,0,0,0,0,0,0,0,0,0
54644,1,0,0,0,0,0,0,0,0,0,0,0,0
54646,1,1,1,1,1,0,0,0,0,0,1,0,1
54647,0,0,0,0,0,0,0,0,0,0,0,0,0
54649,0,0,0,0,0,0,0,0,0,0,0,0,0
54651,1,1,1,1,1,1,1,1,1,1,1,1,1
54655,0,0,0,0,0,0,0,0,0,0,1,0,0
54656,1,1,1,1,1,1,1,0,0,1,1,1,1
54657,0,0,0,0,0,0,0,0,0,0,0,0,0
54659,0,0,0,0,0,0,0,0,0,0,0,0,0
54660,1,1,1,1,1,1,1,1,1,1,0,1,1
54661,1,1,1,1,1,1,1,1,1,1,1,1,1
54668,0,0,0,0,0,0,0,0,0,0,0,0,0
54669,0,0,0,0,0,0,0,0,0,0,0,0,0
54670,0,0,0,0,0,0,0,0,0,0,0,0,0
54678,0,0,0,0,0,0,0,0,0,0,0,0,0
54679,1,1,1,1,1,1,1,1,1,1,1,1,1
54683,1,1,1,1,1,1,1,1,1,1,1,1,1
54685,0,0,0,0,0,0,0,0,0,0,0,0,0
